Month,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Credit_Mix,Credit_History_Age,Monthly_Balance
10,83,84372.68424,10,11,4.990750378,16,2,2,1,13.2133275,64240.08114
5,73,142604.1729,5,9,0.8727437462,27,2,3,1,36.60938128,100274.9147
1,88,69684.81808,0,11,10.79174675,17,8,11,0,37.41698921,122204.0265
9,25,73151.84977,7,3,22.21022891,24,16,15,1,34.30817443,67762.92585
7,19,152349.2125,12,7,0.6363329602,12,27,12,0,11.82081762,38637.51561
6,13,8388.400052,3,9,12.78740402,3,4,19,1,10.72298402,36365.26088
11,67,119866.4845,9,5,4.310096334,6,21,8,1,35.69518724,35630.01104
4,23,26888.4781,3,14,20.9357385,23,29,1,1,30.50569559,124159.6775
9,34,25201.36075,3,10,25.08060397,29,21,3,1,18.83479129,31029.42718
11,97,31446.7795,8,10,29.00482934,29,19,14,1,22.43487589,158640.7273
2,77,167976.2893,8,12,23.64722432,11,1,10,1,40.16803861,146686.9462
10,66,153335.5417,5,12,2.035719311,10,3,7,1,10.17947234,154431.5354
11,43,81113.43051,14,12,25.14263353,5,15,8,1,17.46025643,46619.82106
11,75,172339.6455,10,3,11.26733011,20,24,18,0,27.2316672,128407.1962
4,97,119149.332,11,4,28.95337066,24,18,7,1,27.55425546,167972.888
10,55,125544.2478,4,1,26.68714435,1,4,14,0,46.4099957,139376.954
10,20,50603.22334,12,13,1.6272402,24,27,16,0,45.54041086,165974.1286
11,5,111983.8952,9,5,26.15504423,3,27,5,1,32.76051847,5714.394939
11,40,194097.2298,4,9,0.9870252744,14,0,8,0,21.82300017,158344.5204
4,61,45287.87181,12,12,10.47376763,9,2,2,1,35.43434972,14396.04558
10,44,23398.49332,8,9,24.34777629,0,17,8,1,48.46897216,173797.2824
2,75,63174.93618,8,2,16.12543109,1,14,18,0,29.06762499,71435.05766
11,39,105937.8404,10,4,28.70829549,23,26,16,0,25.74656352,104260.8603
3,83,167803.8791,1,2,15.72299496,27,29,8,0,37.62408018,169843.9618
3,34,134991.5563,14,0,17.81848157,24,18,2,1,22.26767594,145367.3055
11,4,194856.663,3,7,28.79269137,26,24,18,1,44.87728354,1759.167653
1,88,12294.05312,1,14,27.20041132,7,0,1,1,49.85607714,81715.63311
3,13,19558.65919,9,2,21.73758931,12,26,13,0,13.86191076,192262.923
7,97,125195.4339,3,10,7.010417847,3,23,8,0,25.4282823,160264.0286
5,30,89945.72146,11,5,15.84318138,4,9,12,0,21.78838256,22293.39733
1,15,182425.0146,3,14,12.59100073,27,2,10,1,41.52516308,67643.97801
1,64,146895.7824,6,3,4.249169368,13,23,5,1,11.04458018,143411.3309
8,0,29768.24364,7,11,23.42345255,26,25,16,1,42.6419279,12126.62211
11,66,21678.65031,0,4,29.81937001,0,19,11,0,37.54457778,112821.8572
5,20,42705.77617,5,1,13.29419636,25,9,18,1,26.45141079,87884.81701
8,66,179331.3581,14,1,8.333352067,0,9,4,1,19.35117943,147086.335
4,96,64360.60084,6,4,7.89109102,6,24,16,1,27.43168852,79835.56079
3,73,145029.0235,9,3,27.30356073,27,26,15,0,44.6086494,12618.49339
7,56,51768.45775,1,12,11.4376957,12,0,3,0,20.5341681,181419.5895
11,67,125932.4925,9,10,20.08857536,1,0,13,1,31.1989466,5590.598324
9,31,33456.8585,2,14,12.38495468,10,8,12,1,12.79903849,8509.397698
11,16,23309.1925,14,8,26.86365633,26,5,8,0,16.84037309,181632.2198
11,55,74177.94866,5,0,12.98887272,7,7,2,0,14.04477207,6725.242377
11,27,115030.3641,1,12,18.18047142,13,9,19,0,31.31981807,43069.50966
5,38,132947.5022,6,1,0.9244815018,22,3,19,1,27.52876797,151293.8359
2,17,27134.89833,3,8,4.142162182,28,5,10,0,12.41412136,92756.91964
1,63,191859.7222,5,7,24.88180716,7,19,12,1,45.8850628,150453.9162
7,14,173188.3511,2,4,7.835266506,7,15,11,0,33.96754745,170753.3346
8,3,140982.7954,8,0,13.60518371,10,7,13,1,47.18266465,51950.04837
5,58,103221.9287,8,1,22.71235093,11,3,9,1,48.57649259,58315.27292
9,28,58167.849,2,14,10.51292052,20,7,19,1,36.62989822,181340.0649
3,52,159916.0028,6,13,23.55124637,8,29,8,0,32.59836063,128494.7832
11,38,163527.6477,13,6,26.48132367,7,0,4,0,14.80521407,10641.75842
3,40,118927.4423,11,4,24.87183257,14,22,11,0,31.90132545,190670.0878
7,20,193598.2742,12,3,5.852072908,19,9,15,0,37.49896124,86001.4927
11,64,45621.1498,0,3,0.673513553,16,28,3,0,44.68063036,186323.3393
1,15,133828.9131,12,11,28.95830633,7,22,15,0,31.37322,37848.99554
4,5,49646.901,10,12,2.418149912,6,8,14,1,14.02083177,198482.9715
5,42,79684.52795,12,7,19.16033983,21,8,18,0,26.54768227,29376.19026
9,15,168531.8013,6,0,19.2462887,2,7,14,1,12.07970925,170491.2159
9,81,14401.10382,14,9,4.792652541,12,2,3,0,45.82295778,1639.654155
2,52,21977.94821,2,2,16.35602312,22,4,9,1,42.11272969,18408.62283
5,69,102202.5913,7,0,6.095265857,29,1,7,0,43.26270304,71170.24756
3,5,79030.54784,14,13,1.559013422,8,21,6,1,18.58689003,197391.2902
11,57,197214.1932,4,6,5.104535692,9,0,19,0,41.19462634,104773.494
9,20,67207.74861,10,8,19.51309207,19,28,6,1,37.39278935,178279.405
1,10,69729.25652,4,2,28.82588354,26,8,4,1,47.90951359,153247.0849
3,85,5277.994009,3,3,17.45164531,27,14,10,0,14.41878693,81722.91222
2,55,13025.6846,12,4,6.633618471,8,15,17,0,22.69781576,113026.75
3,22,113515.8428,5,13,4.824702435,16,26,6,1,35.57566636,144146.4598
10,33,166393.3967,12,1,7.924771102,19,11,14,1,24.14564402,30053.2248
10,78,34837.87829,12,8,16.22584238,11,7,2,1,47.41370696,917.6985795
9,41,108991.9708,12,2,27.10411953,29,19,4,1,17.41347708,91274.38993
9,10,179160.8454,6,12,18.31617123,23,18,19,1,47.28995589,198265.2221
5,2,190255.9581,9,2,10.73941051,26,2,17,0,24.57217882,9643.983611
9,75,40447.82434,7,2,8.946978392,24,6,3,0,16.30169907,34300.69797
8,98,117090.1564,6,7,23.56723004,22,4,19,0,48.40020076,191464.2126
7,1,163981.1735,1,2,21.22904319,21,0,3,0,49.09923043,114116.5762
10,19,111385.3739,14,13,15.28581389,29,19,1,0,17.96569725,198981.4014
3,97,140363.1528,7,14,18.48449112,8,10,8,0,23.41733689,114737.6509
7,39,86567.75967,12,8,6.666128035,14,16,4,0,13.34266462,7486.758383
1,75,20088.0202,5,6,2.900598458,17,2,1,1,28.0635162,188822.5525
1,42,155140.8003,7,3,16.68808881,22,1,13,1,41.15753882,78341.93806
4,67,89700.58655,4,8,7.168059845,8,15,3,1,29.5955802,41342.43107
7,65,78278.66949,8,3,6.774163452,5,12,5,0,40.1467364,21261.42461
8,15,62267.78544,9,5,7.507834679,5,18,10,0,12.78728214,39588.15187
10,22,71543.14312,11,10,11.08186216,13,20,7,1,21.89178152,81711.15013
5,75,18021.33497,4,6,24.23241985,12,26,9,1,39.2248973,143291.4097
3,12,106547.5323,11,14,19.95851434,23,6,6,1,48.33107887,45421.27801
3,35,114938.3048,10,12,26.40770749,12,3,14,1,18.4117824,69637.22356
11,97,138025.1598,5,13,10.46274395,2,3,11,0,13.87537749,52877.08447
8,22,152045.3804,9,6,21.35144187,7,3,2,1,19.77587332,147200.3723
10,11,196559.9883,9,1,27.32285535,29,3,4,1,22.81284958,64683.53575
10,64,45227.00081,9,14,17.54620543,8,10,18,0,40.69738804,45425.31858
5,17,34697.97087,13,4,13.58918216,9,13,7,1,18.14699186,7874.440421
9,58,160562.5925,8,11,21.91345649,16,13,14,0,16.68495452,113564.2948
10,89,33997.13346,9,5,19.58477984,5,19,13,0,33.03510339,68972.12022
4,46,86479.16958,13,9,23.66040114,13,7,8,0,32.14125648,85695.61778
10,9,130686.3096,14,13,24.44906762,28,6,7,1,11.50655099,66757.50496
2,60,590.6945593,3,5,12.25021272,3,15,13,0,46.18717858,5938.058319
3,8,68927.48632,5,0,4.39340155,19,29,4,1,19.85606609,124659.9513
11,92,72851.95426,2,11,10.47130679,20,12,3,0,19.42172436,105464.7551
3,33,140861.9568,2,12,3.056472432,13,18,0,0,16.723694,1709.266831
10,72,90618.9959,12,1,27.47455706,21,26,15,1,43.67580066,32615.24336
6,47,97640.90704,2,9,23.07877965,24,9,9,1,38.09598669,60071.96941
5,91,116224.5061,14,7,27.11290515,12,6,4,0,12.14483541,41583.78181
5,78,162645.6988,3,1,3.21979223,28,11,3,1,33.39126033,154022.6191
7,82,116756.9287,1,9,8.924584994,16,11,9,1,26.50082094,4906.657716
2,71,16456.91833,4,9,22.29316856,24,10,11,1,23.41704716,106823.0233
6,62,143123.2304,8,4,20.78944967,15,26,3,1,34.193057,158999.434
4,53,83054.86395,4,12,10.97137018,2,8,2,1,13.6804068,117303.123
10,46,92475.80219,11,11,2.82063378,0,8,8,0,27.87373402,136819.6117
7,13,48908.80243,0,10,21.60786124,8,22,2,0,16.95378492,140724.831
4,3,3801.139985,10,14,19.55568952,13,17,16,0,27.94222304,105705.2161
7,51,33403.94867,6,11,3.171016857,22,25,10,0,36.82622364,133056.0739
7,57,18399.40704,12,8,26.57352797,14,20,7,0,43.69822537,32607.34403
3,92,132784.6432,11,11,11.51803614,27,25,7,1,29.6078749,180433.6128
11,76,85387.86885,12,1,10.06240071,18,17,9,1,26.71403879,67420.05649
8,17,165048.7291,2,0,8.834257754,5,17,9,0,16.00489795,19332.88045
9,75,95556.07158,4,4,14.0942297,16,18,0,0,21.64810274,19481.20058
6,32,36937.30497,11,2,13.90729362,14,17,13,0,35.35468518,180711.6262
6,57,192064.6699,3,3,23.39728613,20,21,3,1,10.0938676,107931.5328
6,29,99169.83006,12,11,2.613623169,9,17,11,1,34.21754408,93031.20832
8,38,139290.7147,10,6,28.24536087,16,23,12,0,10.88967465,179475.3813
1,15,159941.3372,12,1,24.70513453,14,10,7,1,36.10658721,158215.4605
3,95,172561.6239,5,12,25.0490745,9,7,5,0,16.04619281,121331.4106
8,21,125117.451,6,1,10.62447195,17,29,4,0,12.2985648,115244.437
11,16,157153.0492,0,4,29.22806701,9,22,0,1,41.77315928,108062.4359
9,95,198530.4541,7,5,1.137935526,18,7,0,0,33.50389899,198252.0289
8,84,7295.998497,3,8,11.39967178,6,11,2,1,14.74112398,167491.8069
5,79,120208.0987,4,1,28.65623408,3,19,8,1,19.57780559,127144.8063
9,98,186818.9375,11,8,5.182565136,17,17,4,0,17.37551349,3950.86718
5,23,191019.7956,13,13,21.55210861,26,11,17,1,14.59518847,34032.65336
9,33,181565.1374,12,13,2.909187332,18,12,10,1,45.87252156,91377.7481
7,57,77529.99243,9,12,27.86683058,7,11,0,0,36.56287567,13193.98019
5,56,64335.86494,7,13,1.500953173,5,1,3,0,24.01009689,130572.021
11,12,196903.5429,3,2,0.9217109135,12,1,17,0,44.71373764,48451.05837
4,54,58021.3297,8,8,8.745701565,15,26,16,1,36.41910183,99527.24768
9,2,86615.54014,8,7,23.24509526,16,11,8,0,10.63509946,129013.4532
9,11,26374.82603,10,4,14.33140745,25,7,0,0,24.45384593,51201.01182
6,63,139185.8328,4,10,14.82943809,23,1,15,0,16.85372603,148586.8785
3,37,154630.5497,4,10,15.40596283,16,3,13,0,29.4517946,178579.0851
2,42,176665.3708,14,12,5.101527876,19,9,1,1,31.31923694,34695.99265
6,15,15844.97983,10,10,21.87175157,3,8,5,0,10.14046994,67143.31873
2,70,1385.73573,14,5,28.42936483,5,20,18,1,34.85271238,174720.2337
11,70,168731.3428,5,13,12.43762404,20,0,5,1,31.99351831,18632.49554
11,73,104572.8266,4,6,0.1237937962,6,19,15,0,41.73979964,51130.25153
5,4,50159.30726,4,14,28.2390459,9,17,0,1,14.29006696,179391.2063
7,41,3614.879315,4,0,27.49044545,20,21,2,1,15.39529196,128992.9578
9,1,46570.48628,11,11,5.973826848,23,8,10,1,25.06342614,3661.921553
9,57,86121.37453,10,5,27.36936395,3,22,12,1,44.22344236,21190.9061
11,8,40581.09041,0,6,13.79255648,6,1,1,0,30.17840697,18163.61543
8,20,193961.5595,14,4,7.379584414,2,25,7,1,16.62177439,22427.56719
2,61,163732.3193,12,13,25.34222646,3,19,3,1,21.87564559,169518.9463
8,1,175079.652,3,8,28.65391332,25,24,19,0,11.48124359,127012.5976
11,52,173633.9026,5,11,22.77366454,10,18,8,0,14.55860004,18386.21775
1,41,62568.14451,11,6,9.631361057,20,4,9,0,47.67061056,58621.62878
1,55,149074.7662,0,14,17.89802323,7,3,6,1,13.61477776,107723.2856
9,77,35566.63387,2,7,25.47200648,6,7,4,0,21.71770394,168557.6747
4,82,64728.55779,12,4,6.070953688,24,12,17,1,16.68750241,106858.0629
7,18,61162.15161,7,9,13.5124422,21,8,11,1,38.39157356,120319.5404
3,63,58315.27642,4,14,14.40561061,17,3,16,1,34.20660037,63726.52044
8,16,113772.107,6,10,5.675232502,10,24,17,1,40.43960824,70188.43711
9,34,77140.52135,5,3,23.64530014,21,27,11,0,44.70679236,181665.4997
11,3,13629.55801,12,7,3.567769924,13,18,18,0,15.93254759,127608.1294
9,36,188072.2581,12,11,3.444647332,11,27,7,1,14.79601905,164236.6535
10,35,117024.7298,5,11,18.31860371,6,24,1,1,23.29186912,103199.7845
3,45,125994.486,11,9,20.15746122,27,18,3,1,14.61679213,91844.65408
9,26,115411.7774,5,13,22.96299862,22,18,0,0,39.34494001,20584.09833
5,60,49906.6553,2,5,26.2526035,20,12,16,1,35.7152488,42784.60078
4,41,196882.0791,10,11,13.35391107,20,20,14,0,34.67579963,86287.56831
6,6,98316.49924,5,12,14.45995154,11,9,2,1,13.00996378,67575.03844
5,43,128850.3088,5,0,11.66900374,5,26,19,0,34.74238176,128563.9973
11,24,45474.55563,3,10,7.554784796,27,15,14,0,35.51730157,52441.68536
4,69,147366.1701,0,1,6.496725913,20,24,6,0,43.98895725,171403.6332
8,10,184709.8435,11,11,24.69315898,6,2,7,1,22.99316143,6954.65107
7,27,33996.90909,0,7,28.87362955,1,21,17,0,25.76188798,142165.9402
8,7,141743.5272,8,6,27.54684516,26,1,19,1,39.3717188,35265.69281
9,67,167644.5694,12,14,18.20891382,4,1,16,0,46.41368003,61870.44429
5,43,33724.25017,4,7,1.214671124,11,18,0,1,30.02368017,26149.66873
7,17,122656.704,13,2,3.719510102,13,14,7,1,34.85083517,126851.4654
9,51,112687.3034,3,13,12.28024858,18,18,3,0,46.66580454,140020.1176
11,13,99523.73573,12,9,15.23716268,9,13,16,1,14.51347718,119789.521
11,56,45510.98919,6,12,13.62816616,23,9,1,0,47.92537174,160318.7767
9,26,124933.4814,5,13,19.12897982,29,9,19,1,14.62371834,31727.10901
1,67,41391.35329,6,10,19.09178274,20,26,19,0,30.22051052,58641.39294
8,3,196988.8532,13,1,5.090353951,26,2,19,0,43.71165541,101925.1448
2,97,55101.26742,10,6,10.08878619,18,15,16,0,47.19763333,121031.7785
1,59,21291.08766,9,4,6.907083805,15,3,9,0,38.52337933,49887.957
4,82,58593.55131,14,0,20.19922051,20,26,4,0,22.68401176,31814.70199
6,21,20179.25025,9,6,15.86900336,22,11,15,1,49.99880913,73611.08764
4,85,24788.10881,13,0,25.00728264,27,27,7,1,12.86427342,120468.8247
11,75,169254.509,6,14,10.93785514,9,12,15,1,20.07272151,40917.69357
6,15,14495.44897,8,0,23.43956253,11,2,6,1,11.76338058,161166.888
9,93,128855.243,2,12,19.28425362,15,5,15,0,20.25691687,148033.8448
8,70,42902.90859,11,2,7.907263368,28,12,2,0,36.6538465,182233.5531
7,91,162097.3332,6,14,16.66908611,14,23,18,0,20.3166219,36941.12128
4,48,199061.325,8,13,2.61271384,20,22,5,1,39.33628796,123547.8501
4,23,172514.3439,6,6,12.74101915,4,16,8,0,18.89069029,129865.6377
3,0,195085.1787,9,8,0.7208893857,24,5,13,1,36.79520271,188181.1531
2,9,19812.0187,6,12,20.94646091,2,7,3,0,29.09267692,80867.77857
1,65,104765.7186,5,6,5.688726595,7,4,10,0,39.724976,13599.36547
7,26,166616.1135,11,9,5.381203068,10,0,2,0,26.00079077,48564.72203
9,88,120747.0221,4,3,23.73143894,27,12,15,0,22.42620262,40680.34645
3,79,79784.21203,3,4,29.45706662,14,4,7,0,23.78733374,53367.23421
10,80,91043.8577,1,0,2.382226433,14,3,4,0,43.87131507,13921.9085
10,76,43591.62306,9,0,13.502599,26,4,11,0,43.46037578,79930.11595
2,54,82700.50442,14,5,6.140438904,21,0,14,0,13.60565042,122028.5959
1,47,101266.571,8,9,18.86806993,10,28,19,1,29.96534921,108770.0134
8,9,47558.29744,6,8,28.47985365,16,2,18,1,21.30448047,84395.29277
6,95,11145.36296,14,12,16.49972177,27,16,3,0,25.25064783,129905.7394
6,72,91192.98636,5,4,4.507839282,16,0,0,0,39.04716811,115106.0403
6,66,87607.53186,13,2,1.873307214,16,22,7,1,26.91914414,18684.28496
5,17,22466.56767,12,6,27.22382213,24,16,16,1,41.0547255,154854.87
11,11,97545.71992,12,1,24.29195268,19,17,8,1,47.22568828,20468.61876
11,75,12772.54651,14,0,5.09502481,22,6,14,0,24.13178887,15998.49296
11,51,188497.2861,6,5,14.31032428,10,24,18,0,49.29511756,58281.59529
5,20,198901.0429,14,3,28.96203776,27,11,19,1,26.46803075,187223.5337
6,94,133198.4221,4,12,5.559555881,8,22,3,0,14.92587989,19617.44648
11,11,183236.1495,2,0,15.73603193,17,29,7,0,25.87394251,180705.8812
10,36,152640.0512,9,13,9.629283773,0,13,15,0,11.82068088,171268.0018
4,53,135119.2912,8,11,11.4655724,13,27,16,0,28.14863194,32875.40413
10,31,46039.73725,2,0,24.05348571,24,8,2,1,20.26476141,141117.7545
2,35,148818.8633,2,9,9.097673706,29,8,12,1,10.00933972,34283.87032
3,36,77464.71427,8,1,25.24774218,21,18,9,0,36.69410774,38662.17887
3,9,35729.10127,6,4,6.237690325,29,3,15,1,27.1181968,6215.794148
2,26,86351.91155,13,14,4.005017793,15,14,2,1,14.06435569,88332.2779
2,42,94957.93,12,1,13.96953145,4,4,14,0,24.97406767,161690.5963
7,69,29893.39576,3,4,9.233052744,27,5,11,1,16.62954712,22620.92251
8,48,152147.0106,9,1,28.04533467,23,13,15,1,20.7060582,130235.5434
8,55,197040.431,13,0,0.8225529943,3,7,0,1,29.55760352,163468.5254
1,80,153420.8665,3,11,28.48995221,21,3,12,1,31.57362767,193827.2223
6,4,44056.59962,9,10,0.6449525303,14,28,17,0,13.30638957,111795.2369
8,23,138254.459,14,11,9.890027728,17,14,14,1,27.21542488,59484.55365
3,77,26923.44598,5,3,26.35444399,23,3,7,0,46.55120752,78095.42373
6,36,31047.29387,13,7,8.737754689,21,9,19,0,49.19686315,40067.25638
8,32,25814.3202,2,1,26.42715683,10,10,13,1,25.05493742,195090.0485
2,27,53120.08018,0,0,20.76248982,14,11,14,0,18.73193562,74648.60041
11,13,126876.5849,6,1,7.432156944,13,21,18,1,43.46656479,69547.65536
4,95,8864.704044,13,1,5.637213069,19,10,16,1,25.89247448,41871.61829
11,6,179000.2517,6,5,18.03449199,0,25,12,0,12.12576922,182827.0293
1,8,130452.2664,10,10,20.80164902,28,29,18,0,19.47704678,10968.57242
6,32,116388.787,8,1,7.964287712,9,0,13,0,30.86409296,115462.5326
5,79,145157.297,3,14,27.29438394,11,2,6,0,28.57078894,157702.5481
9,4,162676.7345,8,1,13.95311471,25,20,18,1,49.57133585,59355.078
5,39,120622.451,11,11,9.57571562,11,8,7,0,41.81141878,100071.7543
3,13,63841.46201,0,12,29.32531245,10,23,9,1,10.25289734,60806.82087
9,23,706.0699172,14,5,23.02075728,21,7,6,0,39.97956114,33346.0341
3,18,91292.85965,3,12,0.5770796931,12,8,2,1,22.77996468,114792.1418
11,57,136326.5548,12,6,23.88381617,10,8,15,1,30.73248811,118595.3576
7,41,72925.81481,11,6,17.9618057,6,12,13,1,18.8183043,142876.9307
8,19,54547.1584,4,9,6.75717231,12,17,10,1,13.21424536,14831.67277
8,75,74529.889,6,11,10.53914562,0,21,7,0,40.0967562,132025.5155
7,82,29868.30485,6,6,1.993957168,5,18,8,0,46.61505491,175675.9901
4,99,1011.467505,6,12,15.90456039,25,22,3,1,20.84477337,198277.3036
11,1,73923.26278,0,11,6.250239661,20,11,13,1,23.12156032,124120.3901
10,36,5829.773898,1,2,2.758677796,9,7,9,1,21.48160647,146478.3464
7,11,62254.9082,3,9,27.5829847,23,22,15,0,15.70747539,111984.7312
2,76,147330.9012,12,3,6.719890573,28,18,19,1,22.4868583,193773.2149
8,35,38363.23368,12,10,4.225855114,13,13,19,0,26.00288089,126224.5978
8,72,122635.5183,11,12,15.3985761,26,17,19,1,36.1050604,53162.29201
9,55,84134.77611,7,4,27.4005858,18,15,9,0,18.87497382,59659.93761
11,35,27053.5962,13,6,14.81514316,24,23,6,0,39.51020652,113551.3301
2,70,110185.8654,8,12,2.358610162,24,6,17,0,24.16129729,35223.02413
4,3,130935.2984,14,10,12.33539723,2,18,19,1,49.70197046,131180.1082
11,13,37823.51943,4,6,10.12480816,8,23,15,1,32.23575089,90017.65938
7,31,185162.7146,12,4,10.51073671,8,6,15,1,45.35973745,73387.09813
7,79,58224.22904,14,9,21.86022445,20,15,0,0,44.75723252,156957.8505
2,29,21058.68123,11,14,7.673692304,23,20,4,0,36.37871179,45047.9178
5,69,20881.75882,14,3,20.96044138,18,1,0,0,19.16715686,127443.5275
5,92,164248.6035,3,10,9.615355026,16,18,9,0,26.5915627,41308.296
4,10,156681.1756,9,0,27.93439203,18,4,1,1,46.92697353,85044.60857
1,70,135556.725,8,9,19.72402029,11,14,4,0,40.39339862,107699.0188
10,74,4204.145386,5,6,26.40477063,0,26,19,0,34.61140869,142776.6122
3,84,50527.71467,13,7,22.68290539,13,1,15,0,42.57867448,33330.21546
7,5,170304.1576,13,4,6.579499796,24,8,14,1,35.55375408,21839.76458
9,60,26998.923,2,12,3.377502748,0,10,14,0,36.71086469,119691.4441
8,77,100648.5627,11,8,21.91236685,18,20,17,1,41.06791936,11165.88598
11,3,77720.19885,6,3,2.782532676,28,14,3,1,32.90046611,183481.1218
8,25,190083.8479,0,8,0.2189115734,27,6,6,0,47.46423957,119629.9374
4,81,74832.6271,4,5,0.4765430007,21,21,12,0,26.13840185,67636.71945
9,76,193243.5213,1,3,25.40373927,0,5,5,0,47.60707948,168150.4828
10,21,57108.75451,7,4,23.27494293,7,14,2,0,47.71881989,162990.7628
10,58,142378.1815,7,1,24.07436046,29,29,11,0,14.77939393,107194.0974
10,13,81999.18905,12,8,5.465420489,28,20,5,1,12.50566175,94590.31148
4,53,67323.35693,13,9,29.79902735,11,6,15,1,37.64693752,34589.4782
11,4,89969.79795,4,9,27.30077264,11,7,4,1,42.1762719,1968.478548
6,28,159566.5672,6,2,6.2207097,4,18,15,1,42.63726998,154381.3138
6,78,141144.0185,0,10,0.7288361386,18,1,19,1,27.17806748,197177.2187
3,29,11680.4082,12,9,1.758860087,25,6,12,1,43.26829682,97480.75322
6,90,57683.02764,7,14,12.82246784,8,2,18,0,18.55350243,156440.97
7,57,88066.52162,8,5,13.91258048,22,28,3,1,11.3048126,179396.3565
7,21,34829.5316,13,14,22.2100085,26,7,2,1,36.62849199,109251.2903
5,67,14553.25654,12,14,5.110864502,13,11,5,1,42.59605743,159477.9778
2,58,171698.9994,5,3,2.666832656,24,6,13,0,19.68461375,49844.12158
5,88,75948.34511,3,9,15.58265542,1,1,1,1,37.22450293,78678.27296
5,14,121619.0775,11,8,27.19633314,17,12,8,1,22.83142734,174543.7576
2,15,24615.93219,3,6,22.53156961,1,8,19,0,16.56649611,197229.6026
10,37,180876.0904,1,2,10.85372525,29,5,14,1,18.93091553,53893.20744
3,33,77438.5247,1,6,1.986266402,12,2,0,0,33.59486346,7028.033166
5,82,152141.9335,13,11,20.95489464,24,8,19,0,38.91968001,64107.12639
1,75,25101.82935,2,6,15.37572977,9,27,13,1,16.85742452,53472.37863
2,71,81264.38425,2,5,8.408274449,19,12,14,1,30.02373469,55886.48225
9,89,97557.83328,7,3,25.95833882,9,11,12,0,13.68106621,160672.947
1,58,176929.9946,7,14,28.67044904,14,21,3,1,39.6691298,174645.2993
8,20,48799.25773,5,6,27.94246333,25,13,1,1,39.27145963,62896.96972
7,77,166015.9224,2,4,29.81969703,28,24,7,1,11.10685932,43438.65646
6,31,74049.88754,6,8,17.56791425,20,28,2,0,45.17095986,189016.2012
5,20,23613.96782,12,14,4.353801597,7,12,6,1,12.157146,183044.7516
3,40,54694.41407,13,6,15.08330828,5,7,5,0,15.90352204,188412.7667
10,15,69874.81841,14,3,24.56095808,4,0,13,0,19.02504605,98886.51365
1,38,166915.4754,13,7,9.975813299,20,1,15,1,37.96326654,41011.33383
6,55,136007.9141,12,1,22.9814285,17,21,5,1,41.51988867,171559.1709
9,73,33988.76417,1,6,26.34124252,25,11,2,1,29.24052022,172358.1879
9,31,106105.672,5,8,21.93015098,18,25,17,0,20.41525512,39812.15629
2,60,161830.9612,11,6,7.015606137,20,10,1,0,48.80873261,100780.3443
10,7,14674.46039,14,2,24.18741065,0,7,2,0,33.6841932,14634.4441
2,98,155414.8766,6,13,11.37050895,1,15,19,0,31.27167179,195113.8131
4,54,66850.19299,5,11,5.991205514,23,18,18,1,21.04909082,87921.00011
3,61,51942.96864,0,9,27.95011188,20,21,8,0,17.81971628,132370.7604
3,32,173310.0296,5,13,3.435825584,24,23,2,1,48.840999,14397.00238
1,98,148117.9149,0,0,23.72195592,19,11,10,1,23.69249057,158639.9553
11,16,57862.96923,2,6,19.38543677,15,24,2,0,31.10328758,195719.8396
7,40,79825.21037,1,11,22.25729884,16,4,7,1,24.46318677,21216.12652
11,14,169946.8028,8,1,24.66534761,10,10,8,0,44.53562753,39261.53016
5,67,1630.923193,4,8,26.21293074,12,0,8,0,10.68436776,3536.04527
8,2,50623.37927,3,2,8.528117984,17,22,17,1,23.56039678,80002.01224
11,86,112050.6949,6,2,24.40984053,8,19,7,1,37.78190091,130315.6531
4,36,94052.83417,4,12,8.229797213,11,14,6,1,38.15215793,174480.8598
7,40,17929.14773,1,4,17.53491784,5,25,2,1,41.76819259,169345.8048
1,21,77301.97936,1,8,21.13124865,17,9,6,1,43.27356543,139980.1181
9,52,177534.2723,10,7,15.01465465,23,28,12,0,38.65984821,87338.61682
7,53,95477.49016,11,13,23.06615932,20,28,11,1,10.61523032,137701.9164
2,99,170471.2703,13,8,3.57835901,20,11,4,0,46.29050287,84646.92959
10,69,68339.31474,11,3,10.87135229,22,24,11,1,47.73533066,339.1557005
3,72,59170.71708,12,2,22.05884886,12,26,15,0,37.61488041,28903.38889
6,62,179979.3199,4,5,3.93363143,19,29,10,0,49.37870734,126563.9555
5,5,181591.1938,14,10,3.727339049,28,8,17,1,26.95864046,37347.13828
8,20,39736.31683,12,10,26.8730629,18,10,1,1,35.67729232,15454.0404
3,84,4728.631884,10,14,11.82902205,15,5,7,1,29.22306854,104650.6799
9,37,76403.77758,2,4,3.688387635,5,1,11,1,35.29561243,15603.27944
3,85,126188.5665,14,8,12.72630842,24,11,16,1,22.891484,78983.38451
10,39,6443.270502,4,4,25.95021832,21,10,9,1,24.76180885,40291.21101
2,8,157021.6229,8,14,22.23941243,28,19,19,1,30.45715643,73963.27908
8,20,158690.2288,3,12,29.90588085,29,20,16,1,13.75933203,72375.04795
2,59,113666.2348,1,11,23.88220024,19,23,6,1,23.05001254,88886.26672
11,18,6410.162688,14,14,28.28702346,2,26,12,1,14.14510889,29175.18813
4,91,128433.9066,13,2,5.867977246,12,27,11,0,29.34459737,114800.9448
