Order Line ID,Order ID,Order Priority,CustomerID,Customer Segment,Product ID,Product Container,Profit,Quantity Ordered,Sales,Discount,Gross Unit Price,Shipping Cost,Ship Mode,Ship Date,Order Date
6165,86613,Low,CUS_0x2fca,Corporativo,22dd364765445b98bd58a9c1cf9f2788,Caja pequeña,-34.77,4,17.72,0.69,4.52,5.68,Aéreo Urgente,21-Mar-15,18-Mar-15
7062,88304,Not Specified,CUS_0x564a,Home Office,8c5a2f53ffb7a777c53efe9007a9bc25,Paquete pequeño,-271.68,4,120.12,7.64,32.64,3.92,Aéreo Regular,21-Mar-15,18-Mar-15
649,87217,Medium,CUS_0x89bd,Corporativo,9d78fba65b43f058cbb8386767465deb,Caja pequeña,"1,386.41",12,"2,556.62",102.28,217.4,5.99,Aéreo Regular,21-Mar-15,19-Mar-15
1060,89321,Not Specified,CUS_0xbb94,Corporativo,75150591f06ef51245b630fd2d606ee1,Bolsa de papel,-15.42,10,38.71,0.92,3.95,0.94,Aéreo Regular,21-Mar-15,19-Mar-15
1709,91340,Critical,CUS_0x6e91,Corporativo,6bef4f5d7cf9483286b3f68cdb428526,Caja pequeña,-92.68,9,43.08,3.05,5.26,6.07,Aéreo Regular,22-Mar-15,19-Mar-15
2707,89391,Low,CUS_0x7cc4,Home Office,7b0799fc5ddfbb532669f76dbb743fb7,Caja pequeña,57.14,14,80.39,3.57,6.31,1.49,Aéreo Urgente,23-Mar-15,20-Mar-15
3122,87595,High,CUS_0x8d77,Cliente,40ab93213066bd4a95da77c30efbdd35,Paquete pequeño,320.23,5,492.18,18.57,104.72,8.99,Aéreo Regular,24-Mar-15,20-Mar-15
3156,87595,High,CUS_0x2d94,Cliente,e55bac75b42bd68ec5d8240c1e8e6fbe,Bolsa de papel,22.35,9,35.11,1.25,4.15,0.99,Aéreo Regular,22-Mar-15,20-Mar-15
3140,9062,High,CUS_0x2a68,Cliente,4285deae349e6dfcb8fc7e13b6d69f15,Paquete pequeño,"1,152.82",21,"2,067.17",125.61,104.72,8.99,Aéreo Regular,24-Mar-15,20-Mar-15
2704,31303,Low,CUS_0xd6a,Home Office,fd022db6582a64b77b6289887e238dd9,Caja pequeña,84.64,56,321.56,23.77,6.31,1.49,Aéreo Urgente,23-Mar-15,20-Mar-15
3139,9062,High,CUS_0xc066,Cliente,b488b142d29ece4371c141fb87476b98,Bolsa de papel,29.58,36,140.44,8.54,4.15,0.99,Aéreo Regular,22-Mar-15,20-Mar-15
1998,91202,Not Specified,CUS_0x1156,Corporativo,c14bea7b3e39c7dc557a86e44f281c0d,Barril Jumbo,-112.51,12,"5,773.40",411.7,528.7,69.3,Camión de reparto,24-Mar-15,20-Mar-15
1931,89348,Low,CUS_0x1383,Corporativo,a03644e50c1d8db094be7872a9441a60,Caja pequeña,16.13,8,23.59,1.06,3.04,0.99,Aéreo Regular,27-Mar-15,21-Mar-15
480,88365,Critical,CUS_0xc6c2,Negocio Pequeño,63ede3a0826b3c7b39a89770992daa74,Caja pequeña,20.91,13,32.89,1.23,2.75,0.5,Aéreo Regular,24-Mar-15,21-Mar-15
477,42213,Critical,CUS_0x7b94,Negocio Pequeño,24a7c402d9b75cfa763fca49887a308f,Caja pequeña,34.71,52,131.56,9.02,2.75,0.5,Aéreo Regular,24-Mar-15,21-Mar-15
1932,89348,Low,CUS_0x2ad4,Corporativo,15a3e8686f4d2cc99f84d45d00cb173a,Barril Jumbo,"-1,213.36",13,"1,053.12",80.68,90.01,60,Camión de reparto,27-Mar-15,21-Mar-15
3368,88414,Low,CUS_0x7cf0,Corporativo,ea8108c4081b49ff68acd19b2d0e7f19,Caja pequeña,-160.02,2,136.49,1.97,69.64,3.99,Aéreo Regular,24-Mar-15,21-Mar-15
3215,90802,High,CUS_0x63fe,Negocio Pequeño,1a6fb5715d02aee1c72fd15c4eea367f,Caja pequeña,345.48,9,620.49,10.3,69.64,5.31,Aéreo Urgente,24-Mar-15,23-Mar-15
3203,49824,High,CUS_0x770a,Negocio Pequeño,ae2bba9cbcf2a6ab29b23dc7a2c7fb45,Caja pequeña,425.31,37,"2,550.91",94.84,69.64,5.31,Aéreo Urgente,24-Mar-15,22-Mar-15
4739,89781,High,CUS_0x7789,Cliente,4bddca66167793b9eef91b775b5eb041,Caja pequeña,-17.21,10,82,1.15,8.2,9.23,Aéreo Regular,24-Mar-15,22-Mar-15
4738,89781,High,CUS_0x7dec,Cliente,1709fc3ad1cf7f95af50b377b594706c,Caja pequeña,-85.69,3,36.66,0.05,12.22,6.97,Aéreo Regular,23-Mar-15,22-Mar-15
1480,87108,Medium,CUS_0x97a,Corporativo,49f677fcfb9a5a64bef5e75a0267275c,Paquete pequeño,31.95,2,46.04,2.18,23.98,8.99,Aéreo Regular,25-Mar-15,23-Mar-15
7158,57095,Medium,CUS_0x5d50,Corporativo,b1ba8ae979f4397c81586dfd2a01b06a,Caja pequeña,-60.75,41,291.44,10.1,7.18,5.48,Aéreo Regular,27-Mar-15,23-Mar-15
1663,91403,Not Specified,CUS_0x1b1a,Negocio Pequeño,7fe77d68c7175cd1b3296a8e55581038,Caja pequeña,-112.71,9,81.97,3.28,9.9,7.28,Aéreo Regular,25-Mar-15,23-Mar-15
7168,88019,Medium,CUS_0x718a,Corporativo,bb949bee4c95f50548bab7a42e3e16a5,Caja pequeña,-177.15,10,71.08,1.07,7.18,5.48,Aéreo Regular,27-Mar-15,23-Mar-15
2683,90712,Critical,CUS_0x67de,Home Office,a7159e830331e965eaacf8b38d12d316,Paquete pequeño,-1.19,6,51.22,1.34,8.8,2.64,Aéreo Regular,26-Mar-15,24-Mar-15
6513,86377,High,CUS_0xbf67,Corporativo,6d08daa07ce2eadfd905c5f69eec617f,Caja grande,-671.74,6,813.45,38.49,145.78,35,Aéreo Urgente,26-Mar-15,24-Mar-15
5629,88561,Medium,CUS_0x50e6,Cliente,f610bbf51bde9e6d78be70fe9a08e826,Caja pequeña,-80.82,13,75.8,0.91,5.89,5.3,Aéreo Regular,27-Mar-15,24-Mar-15
2682,90712,Critical,CUS_0x81d,Home Office,f604d972e59fe74987e8e412eaffba5e,Caja pequeña,-16.74,4,21.04,0.27,5.26,7.54,Aéreo Regular,26-Mar-15,24-Mar-15
1414,90912,Medium,CUS_0x6f74,Corporativo,28e164f61019877304e72a46617a5d2d,Bolsa de papel,-15.9,1,20.17,1.17,22.16,2.5,Aéreo Regular,26-Mar-15,24-Mar-15
8641,89813,Critical,CUS_0x836e,Corporativo,2923462cf66827f385be8b810522603a,Caja pequeña,-12.77,7,114.55,3.31,16.87,4,Aéreo Regular,28-Mar-15,25-Mar-15
8645,89813,Critical,CUS_0xb2c8,Corporativo,c7194b04bcb9321366bee445d086919e,Caja pequeña,-41.57,1,83.25,3.86,85.82,0.99,Aéreo Regular,29-Mar-15,25-Mar-15
8642,89813,Critical,CUS_0x60f5,Corporativo,d9e8b7e238abbf1120978af3273b6468,Caja pequeña,-159.42,6,176.53,10.69,32.69,5.09,Aéreo Urgente,28-Mar-15,25-Mar-15
1710,91341,Medium,CUS_0x2031,Corporativo,6f00ef21d65851a5d367610a1924f0f1,Caja grande,"3,311.85",10,"4,854.47",321.75,527.66,24.49,Aéreo Regular,28-Mar-15,26-Mar-15
3820,86831,High,CUS_0xb676,Corporativo,82cde5087740d0816a3a3f8f6f2fca27,Caja pequeña,700.06,5,"1,055.45",53.31,222.2,9.99,Aéreo Regular,28-Mar-15,26-Mar-15
5510,87123,Medium,CUS_0x21f4,Cliente,caa3b533f0a1f20fd4eda88cef7495c8,Caja pequeña,118.69,6,"1,137.54",62.38,203.86,19.99,Aéreo Regular,29-Mar-15,26-Mar-15
5511,87123,Medium,CUS_0x1638,Cliente,782b9d90746efcf3392a3ce06d615cdb,Caja pequeña,64.02,6,889,60.81,164.63,8.99,Aéreo Regular,29-Mar-15,26-Mar-15
5509,87123,Medium,CUS_0x3d79,Cliente,9f09d6763e97fdee2d4f78620b910d42,Caja pequeña,-29.52,12,58.43,2.94,5.18,0.5,Aéreo Regular,29-Mar-15,26-Mar-15
1711,91341,Medium,CUS_0x2507,Corporativo,f22a49a00a46d0725d9ecff83f976a1b,Caja grande,-910.6,12,"1,661.89",87.61,145.78,35,Aéreo Regular,29-Mar-15,26-Mar-15
3821,86831,High,CUS_0x81ee,Corporativo,8e7edf1ee63c11443b09b27563767878,Caja grande,-354.58,3,554.86,25.52,192.66,69,Aéreo Regular,29-Mar-15,26-Mar-15
3781,90548,Critical,CUS_0x6f22,Corporativo,1b5e32687a39f47969aea2d5cc875882,Caja pequeña,-30.76,3,18.07,0.99,6.62,5.29,Aéreo Regular,28-Mar-15,26-Mar-15
7589,88977,Critical,CUS_0x1329,Home Office,974822348af8c77a8748aafc0a1e739a,Caja pequeña,24.77,7,34.98,1.25,5.26,4.86,Aéreo Regular,29-Mar-15,27-Mar-15
7588,88977,Critical,CUS_0x8ba3,Home Office,0bc0bc49c44e88e15f7de5846c6f803c,Caja pequeña,-27.81,11,35.05,2.05,3.54,6.27,Aéreo Regular,30-Mar-15,27-Mar-15
6359,88989,Low,CUS_0x4bf7,Home Office,5584311d6b102ec7cb850cde66f30f8e,Caja pequeña,50.07,13,161.72,10.34,13.67,4.98,Aéreo Regular,2-Apr-15,28-Mar-15
6351,88989,Low,CUS_0x5975,Home Office,c651f0a9202e7aa723ee7304b9bbd655,Caja pequeña,-75.71,13,291.71,15.94,23.62,15.1,Aéreo Regular,31-Mar-15,28-Mar-15
1864,89853,Low,CUS_0x79c5,Corporativo,44b70724a93f15abbceca2ec03c0fd72,Paquete pequeño,-10.38,1,22.52,0.98,23.46,3.63,Aéreo Regular,31-Mar-15,28-Mar-15
1874,34048,Low,CUS_0x3a70,Corporativo,0b5b92c58d50dd3cc1c5ff280e3339fb,Paquete pequeño,-10.38,1,22.52,1.15,23.46,3.63,Aéreo Regular,31-Mar-15,28-Mar-15
4116,88494,Low,CUS_0x79cb,Corporativo,363ca7a3a27b1117a6e983cb562431ac,Caja pequeña,560.52,2,826.36,46.52,444.28,19.99,Aéreo Urgente,4-Apr-15,29-Mar-15
4117,88494,Low,CUS_0x537e,Corporativo,8b5dfe90aaeddc30410067e467be5df9,Caja pequeña,218.3,12,336.23,21.97,30.79,8.55,Aéreo Regular,30-Mar-15,29-Mar-15
8339,86478,Medium,CUS_0x3f37,Negocio Pequeño,2da0824e768e2242bd08101762a28efb,Caja pequeña,779.25,12,"1,395.47",59.79,122.41,2.5,Aéreo Regular,31-Mar-15,30-Mar-15
5416,88805,Medium,CUS_0x15c4,Corporativo,3749c88140c3cd12dfbf0b43fbe00e91,Caja pequeña,215.36,11,401.17,18.91,37.99,1.1,Aéreo Regular,2-Apr-15,30-Mar-15
7885,32454,Critical,CUS_0xc475,Cliente,85e32366c3c326d72f8eb700115efb7d,Caja pequeña,-28.58,13,88.67,4.51,7.18,5.48,Aéreo Regular,2-Apr-15,31-Mar-15
7043,28807,High,CUS_0x5fc,Cliente,d00178de5de8c4ec5b4a25c13562c1c9,Caja pequeña,-41.17,10,51.55,2.09,5.26,8.33,Aéreo Urgente,2-Apr-15,31-Mar-15
7880,91494,Critical,CUS_0x1325,Cliente,94197afb0a6ba666db430d853e5453a4,Caja pequeña,-28.58,3,20.46,0.8,7.18,5.48,Aéreo Regular,2-Apr-15,31-Mar-15
7030,90330,High,CUS_0x50e6,Cliente,f36d8dd66cd115ff958a9daf9c10cffb,Caja pequeña,-12.32,3,15.46,0.19,5.26,8.33,Aéreo Urgente,2-Apr-15,31-Mar-15
3506,87607,Critical,CUS_0x66c3,Home Office,43ed4919f73b19cb0b8c394ad9bf92cf,Bolsa de papel,26.44,12,41.85,2.01,3.75,1.43,Aéreo Regular,3-Apr-15,1-Apr-15
3505,87607,Critical,CUS_0x60b6,Home Office,f9843cffcd0118a237ec95b21154524c,Caja pequeña,72.21,13,137.02,2.24,10.54,4.78,Aéreo Regular,3-Apr-15,1-Apr-15
3504,87607,Critical,CUS_0x7dd8,Home Office,2a4012bd51c4b050762e3d10ae5399f2,Caja mediana,87,8,206.89,10.87,28.11,5.3,Aéreo Regular,3-Apr-15,1-Apr-15
7560,58342,High,CUS_0x234a,Cliente,c416ff2b0e1b0d35f9a1f261e3e97663,Paquete pequeño,728.58,45,"1,906.88",80.94,43.24,1.99,Aéreo Regular,2-Apr-15,1-Apr-15
3487,37380,Critical,CUS_0x5be5,Home Office,1c98ff953a7f8aa3c120d3c11d182edb,Bolsa de papel,26.44,47,163.91,10.69,3.75,1.43,Aéreo Regular,3-Apr-15,1-Apr-15
3486,37380,Critical,CUS_0xc65,Home Office,4874fb22aff667c5df06398ffb5fd801,Caja pequeña,72.21,53,558.62,18.76,10.54,4.78,Aéreo Regular,3-Apr-15,1-Apr-15
3485,37380,Critical,CUS_0x76b8,Home Office,382c1d2854fe40db99aa894041655f40,Caja mediana,87,32,827.56,57.71,28.11,5.3,Aéreo Regular,3-Apr-15,1-Apr-15
7558,91508,High,CUS_0x5ffc,Cliente,0a26712239ec50e820b7729875480560,Paquete pequeño,-47.61,11,466.13,8.97,43.24,1.99,Aéreo Regular,2-Apr-15,1-Apr-15
1318,90064,Low,CUS_0xc442,Corporativo,4d012d77aabd2a87cdae2f42c279dc92,Bolsa de papel,33.23,13,52.42,1.07,4.2,0.7,Aéreo Regular,8-Apr-15,2-Apr-15
3312,87881,Critical,CUS_0xae2e,Corporativo,89e6e061ffbebc37fb34343fc1999945,Caja pequeña,16.09,8,43.75,0.76,5.58,2.99,Aéreo Urgente,5-Apr-15,2-Apr-15
1078,89641,Medium,CUS_0xb2a3,Corporativo,a929d8eeb09bba1b38840384f5a40b2d,Paquete pequeño,-24.99,13,133.26,5.75,10.79,4.68,Aéreo Regular,5-Apr-15,2-Apr-15
5550,88225,Not Specified,CUS_0xb915,Corporativo,7c4d40246ea5c98a396ef8485321f65b,Caja pequeña,-27.72,9,141.03,5.59,15.99,10.13,Aéreo Regular,4-Apr-15,2-Apr-15
1076,89641,Medium,CUS_0xaa9d,Corporativo,c302d6d77623eb07b0e9180deb97c072,Caja grande,-10.87,4,13.65,0.71,3.67,49,Aéreo Regular,5-Apr-15,2-Apr-15
8183,86550,High,CUS_0x7394,Corporativo,f09747edf4b3cc4524e8e45fed5fce5a,Bolsa de papel,31.57,14,46.34,1.23,3.31,1.14,Aéreo Regular,6-Apr-15,3-Apr-15
9010,88831,Critical,CUS_0x9a58,Cliente,b04b793a579eba24f7c33eb5f636f685,Bolsa de papel,22.11,7,33.14,2.49,5.26,0.8,Aéreo Regular,6-Apr-15,3-Apr-15
4125,87493,Not Specified,CUS_0x9ea,Cliente,dff00dae90f0d58ead9da3d164f65b22,Caja jumbo,521.28,7,"1,868.14",144.7,296.53,35.67,Camión de reparto,5-Apr-15,3-Apr-15
4131,87493,Not Specified,CUS_0x2a75,Cliente,3afa75e660fe2ce49d1ab6aa9fa0348c,Caja pequeña,5.76,7,286.54,8.45,42.2,7.12,Aéreo Regular,5-Apr-15,3-Apr-15
5280,89459,Low,CUS_0xa5e9,Home Office,22e0833d8e1648acf121f51a7fa6d41e,Caja pequeña,-22.13,13,26.19,1.47,2.19,1.49,Aéreo Regular,6-Apr-15,3-Apr-15
4132,87493,Not Specified,CUS_0x1458,Cliente,593c85640284894111862db07aa11a5f,Caja pequeña,-517.48,6,405.3,11.95,69.64,3.99,Aéreo Regular,5-Apr-15,3-Apr-15
3339,89733,Medium,CUS_0x6244,Home Office,455e807fdc5e3eca2cf61748ec6fbde8,Caja pequeña,24.06,7,33.51,2.11,5.26,0.49,Aéreo Urgente,6-Apr-15,4-Apr-15
3344,89733,Medium,CUS_0xb5a,Home Office,906b083ebe001222e3c6e68868824808,Caja pequeña,737.45,11,"1,346.51",32.33,122.41,2.5,Aéreo Regular,7-Apr-15,4-Apr-15
3343,89733,Medium,CUS_0x4d64,Home Office,b446bd075548fbe4756eca870ce3ea31,Caja grande,"-1,284.81",13,"1,033.21",57.5,85.46,35,Aéreo Regular,7-Apr-15,4-Apr-15
8323,90949,High,CUS_0x591,Home Office,998621df73f5392434ea9f3527752e08,Caja pequeña,828.75,3,"1,237.70",62.7,438.9,11.37,Aéreo Regular,8-Apr-15,5-Apr-15
8322,90949,High,CUS_0xa219,Home Office,3f84b7820168557fec8ce0b98318ce24,Caja mediana,"1,118.01",11,"1,735.21",48.68,159.34,13.99,Aéreo Regular,7-Apr-15,5-Apr-15
8327,90949,High,CUS_0x59eb,Home Office,2c048c01d5811e5fb2b25790cf94d4ad,Caja pequeña,782.85,7,"1,375.49",69.2,206.84,4.2,Aéreo Regular,8-Apr-15,5-Apr-15
918,88687,Critical,CUS_0x18a2,Home Office,8bc0e42ce18734a15c809b7beaa8ff56,Caja pequeña,10.44,6,69.65,3.85,12.22,5.72,Aéreo Regular,8-Apr-15,5-Apr-15
909,40643,Critical,CUS_0x38f1,Home Office,3efcf651448283812ad97265bb85d36c,Caja pequeña,7,26,301.83,16.8,12.22,5.72,Aéreo Regular,8-Apr-15,5-Apr-15
7535,22787,Medium,CUS_0x802,Corporativo,525207bcffbdd97d6b1a845f3157fcd0,Bolsa de papel,-15.75,39,48.76,2.93,1.33,0.7,Aéreo Urgente,6-Apr-15,5-Apr-15
5250,37988,Not Specified,CUS_0x7577,Home Office,423aee045c4962e0296f0e3d50112c54,Caja pequeña,-72.88,13,202.72,14.17,16.95,8.34,Aéreo Regular,6-Apr-15,5-Apr-15
5272,88860,Not Specified,CUS_0xad30,Home Office,120d716461c737299a5ac3362bec0a5f,Caja pequeña,-54.79,3,46.78,2,16.95,8.34,Aéreo Regular,6-Apr-15,5-Apr-15
7526,86187,Medium,CUS_0x5121,Corporativo,efa08c5f58d3ffaf324e6ce0d8ac9b5d,Bolsa de papel,-15.75,10,12.5,0.59,1.33,0.7,Aéreo Urgente,6-Apr-15,5-Apr-15
7230,86035,High,CUS_0x649e,Home Office,f5ff661b451ad589fd2c3b35a964b016,Paquete pequeño,0.36,6,81.38,2.49,13.7,3.14,Aéreo Regular,9-Apr-15,6-Apr-15
6618,21601,Low,CUS_0x6e13,Cliente,51e0646962558f7a871bc43f128bf1da,Caja grande,-588.49,22,"2,400.80",172.42,119.92,35,Aéreo Regular,7-Apr-15,6-Apr-15
51,17860,Critical,CUS_0xab17,Negocio Pequeño,9ffe90c51051be75b6a0417d5967476f,Caja pequeña,-93.07,18,140.22,7.81,8.2,9.23,Aéreo Urgente,9-Apr-15,6-Apr-15
6624,89099,Low,CUS_0x4c6b,Cliente,bb8034752f450bdc183ec72a51a4ba6b,Caja grande,-588.49,6,654.76,37.09,119.92,35,Aéreo Regular,7-Apr-15,6-Apr-15
35,90034,Critical,CUS_0x35fe,Negocio Pequeño,fe6e7e2f08e031e9be04c32d92164e61,Caja pequeña,-24.82,4,31.16,0.76,8.2,9.23,Aéreo Urgente,9-Apr-15,6-Apr-15
1794,88893,Not Specified,CUS_0x3b1b,Corporativo,f1569713378e1605cb81659e6f0e94f7,Caja pequeña,63.91,12,230.63,11.7,20.02,9.54,Aéreo Regular,9-Apr-15,7-Apr-15
1945,89349,Low,CUS_0x892d,Corporativo,daa8051b434f3e3d877cd1f92e3bebd4,Caja pequeña,-129.44,10,68.4,0.8,6.84,8.19,Aéreo Regular,12-Apr-15,7-Apr-15
3430,90666,Not Specified,CUS_0xc33e,Home Office,9cb6218619267380a25f836b585bf88b,Caja pequeña,117.77,9,172.73,8.09,21.09,5.77,Aéreo Regular,12-Apr-15,8-Apr-15
4549,88788,Not Specified,CUS_0x7a68,Negocio Pequeño,59e6655bb3fde7d4172ff671780bcd01,Caja jumbo,"2,485.75",9,"3,770.36",136.98,423.16,48.26,Camión de reparto,11-Apr-15,8-Apr-15
3434,90666,Not Specified,CUS_0xbd75,Home Office,7598df5b615737898d17c1b4bc548532,Paquete pequeño,148.42,10,227.56,9.77,23.46,5.08,Aéreo Urgente,11-Apr-15,8-Apr-15
6558,85821,High,CUS_0x2879,Negocio Pequeño,cef57fcacc3f2c5fad5b4bf6be60daf9,Bolsa de papel,15.6,6,24.15,0.66,4.15,0.99,Aéreo Regular,10-Apr-15,8-Apr-15
6557,85821,High,CUS_0x8417,Negocio Pequeño,ab01dd52181f1a8103e3521d5fbc537a,Bolsa de papel,7.09,2,13.37,0.31,6.82,1.22,Aéreo Regular,10-Apr-15,8-Apr-15
4449,89490,Not Specified,CUS_0x69e5,Negocio Pequeño,3d5811ac7224111aea88fe5ca10e19af,Caja pequeña,-0.13,9,323.14,12.15,37.4,19.99,Aéreo Regular,9-Apr-15,8-Apr-15
3554,88986,Not Specified,CUS_0xa122,Cliente,b8e63cff62fe4f00da8f373c39fd0840,Caja pequeña,-26.85,9,257.86,3.25,28.94,19.46,Aéreo Regular,10-Apr-15,8-Apr-15
5252,23940,Medium,CUS_0x305e,Home Office,c0bb887c55058d3dd38b91ef4c4cd0d7,Barril Jumbo,-650.76,12,"1,872.66",80.12,159.24,60.2,Camión de reparto,12-Apr-15,8-Apr-15
6555,85821,High,CUS_0xad44,Negocio Pequeño,ab75552042bbf3e7b45aedfd69a87584,Caja pequeña,-87.1,12,194.46,6.22,16.88,9.4,Aéreo Urgente,10-Apr-15,8-Apr-15
6556,85821,High,CUS_0x55ed,Negocio Pequeño,aa4fe557b62582897c8fa15d493e4af3,Bolsa de papel,-6.3,5,13.92,0.51,2.93,1.25,Aéreo Regular,10-Apr-15,8-Apr-15
5263,88861,Medium,CUS_0x5a92,Home Office,4ac1775556545a79fce3ed457a3fd6d1,Barril Jumbo,-489.3,3,468.17,15.03,159.24,60.2,Camión de reparto,12-Apr-15,8-Apr-15
3435,90666,Not Specified,CUS_0x599f,Home Office,4b0cc45fe7952d980c1757d41b8f6826,Caja pequeña,-153.84,2,139.28,4.09,69.64,8.99,Aéreo Regular,10-Apr-15,8-Apr-15
5251,23940,Medium,CUS_0x55e4,Home Office,ec77019826cbdaa2dba91ee8b98529c1,Caja grande,-79.95,22,100.94,4.78,4.73,49,Aéreo Regular,10-Apr-15,8-Apr-15
5262,88861,Medium,CUS_0x64ce,Home Office,402fe1077c73bddff0646c025de467b3,Caja grande,-21.87,6,27.53,1.01,4.73,49,Aéreo Regular,10-Apr-15,8-Apr-15
4804,89948,Low,CUS_0x1f96,Cliente,10a91d5c105cf16b18bf70301c2ff225,Caja pequeña,304.82,10,466.44,24,50.7,7.23,Aéreo Regular,12-Apr-15,9-Apr-15
8337,86479,Not Specified,CUS_0x192f,Negocio Pequeño,5f3cbbbb9891ad13d7d9cff419fa8bd8,Caja pequeña,203.44,10,360.91,17,37.99,1.1,Aéreo Regular,11-Apr-15,9-Apr-15
2162,89263,Critical,CUS_0x46d2,Negocio Pequeño,159baa8a62eb161ce67c6cf97cb177af,Bolsa de papel,-6.61,6,12.58,0.91,2.33,1.12,Aéreo Urgente,11-Apr-15,9-Apr-15
1287,90368,Low,CUS_0xab2f,Corporativo,57a1a08e14480e91fd6c7ae08445e7cf,Caja pequeña,-137.92,9,159.03,2.05,17.67,7.04,Aéreo Regular,10-Apr-15,9-Apr-15
1286,90368,Low,CUS_0x3cfc,Corporativo,37a17f69bcaadaa6c8a22d187fcfbceb,Paquete pequeño,-26.77,1,33.63,1.95,37.37,1.99,Aéreo Regular,17-Apr-15,9-Apr-15
7407,91410,Not Specified,CUS_0x790a,Home Office,8e86c82eae930ecef2159a90b4ebb68b,Caja pequeña,"-1,206.56",11,"1,520.59",93.19,148.64,19.99,Aéreo Urgente,11-Apr-15,9-Apr-15
9166,90107,Medium,CUS_0x16b6,Negocio Pequeño,badb67b1e6eabe296c77cb5c9ecbb8c3,Bolsa de papel,-33.85,7,42.48,0.51,6.13,3.37,Aéreo Regular,13-Apr-15,9-Apr-15
8336,86479,Not Specified,CUS_0x92e9,Negocio Pequeño,b802a470ffc479231bc1d9c80ba7d4a7,Caja pequeña,-12.02,8,15.14,0.99,2.08,4.77,Aéreo Regular,10-Apr-15,9-Apr-15
7406,91410,Not Specified,CUS_0xfaa,Home Office,5dd9ad88a16becf3fa3bb8d0699b333e,Caja pequeña,-40.43,10,51.02,2.2,5.26,0.49,Aéreo Urgente,12-Apr-15,9-Apr-15
530,89237,Medium,CUS_0x2858,Corporativo,37713092f5b238c3ca1bba31715d90c3,Caja pequeña,885.66,13,"1,316.89",52.93,105.52,19.99,Aéreo Regular,13-Apr-15,10-Apr-15
6553,85822,Not Specified,CUS_0x815,Negocio Pequeño,db0704e39c959b98b967f54770f6e2f1,Caja pequeña,234.77,10,366.52,10.97,37.4,5.09,Aéreo Regular,12-Apr-15,10-Apr-15
6552,85822,Not Specified,CUS_0x554,Negocio Pequeño,74b600eb921f64ee2003d001dc3733fb,Caja pequeña,41.88,6,68.23,2.97,11.97,5.01,Aéreo Urgente,14-Apr-15,10-Apr-15
1510,88652,Critical,CUS_0x4843,Corporativo,c4b7a5fa27c88a849056de3d0d557fbb,Caja pequeña,65.68,4,169.5,4.8,43.24,7.2,Aéreo Urgente,13-Apr-15,10-Apr-15
1511,88652,Critical,CUS_0x5b25,Corporativo,263811df89b83af7e84f3bad6821cfcc,Caja pequeña,1.03,4,11.55,0.48,3.04,1.49,Aéreo Regular,12-Apr-15,10-Apr-15
532,89237,Medium,CUS_0x3382,Corporativo,f51255775a4895c3b09cdde5699887af,Caja pequeña,-17.82,3,95.9,6.02,35.13,8.74,Aéreo Urgente,13-Apr-15,10-Apr-15
6551,85822,Not Specified,CUS_0x1837,Negocio Pequeño,88d6c05cdc342eaf83fb46355d9129dc,Caja pequeña,-115.05,8,129.64,5.06,16.88,13.18,Aéreo Regular,14-Apr-15,10-Apr-15
531,89237,Medium,CUS_0x6087,Corporativo,bbecb45bcf214aa57f329f536e96f358,Caja mediana,"-1,316.99",13,753.92,20.08,58.58,52.2,Aéreo Regular,12-Apr-15,10-Apr-15
338,90670,Critical,CUS_0x4889,Home Office,35fc09f35d460483bff805b577594715,Caja pequeña,210.56,7,312.75,7.66,45.13,6.22,Aéreo Regular,13-Apr-15,11-Apr-15
200,89247,Critical,CUS_0x76a6,Negocio Pequeño,2cbedbc637fdbb363cf55f36ab2550d2,Caja pequeña,508.75,5,759.78,44.47,168.84,5.5,Aéreo Regular,13-Apr-15,11-Apr-15
337,90670,Critical,CUS_0x1185,Home Office,c313d5112fd11241e682733d70f2ab24,Paquete pequeño,330.35,14,512.72,14.87,37.37,1.99,Aéreo Regular,14-Apr-15,11-Apr-15
8852,90852,High,CUS_0x2d76,Home Office,fc3d115ba10a17dd761ba6a10efcaa10,Caja mediana,689.3,10,"1,073.66",49.09,111.84,13.99,Aéreo Urgente,15-Apr-15,11-Apr-15
8683,85853,Medium,CUS_0x25a4,Corporativo,10ca271dec6a72455deab1698a95de2b,Caja pequeña,737.37,11,"1,279.18",67.74,122.41,5.99,Aéreo Urgente,14-Apr-15,11-Apr-15
8565,86328,Medium,CUS_0xfcb,Home Office,b262f6edb0e7615281a47332ede99e4f,Caja pequeña,444.23,12,827.32,23.18,69.64,3.99,Aéreo Regular,14-Apr-15,11-Apr-15
8846,15907,High,CUS_0x3102,Home Office,63c0d398aa46d8560aba5fdeafcb46c6,Caja mediana,918.51,40,"4,294.66",219.81,111.84,13.99,Aéreo Urgente,15-Apr-15,11-Apr-15
3507,87608,High,CUS_0x9375,Home Office,e4344a4c3b7da1749206536b89513fa0,Paquete pequeño,33.89,11,188.64,9.91,18.64,8.99,Aéreo Regular,13-Apr-15,11-Apr-15
8577,6180,Medium,CUS_0x3bc7,Home Office,ac5c8b22f99ac4075e1745bef1e95789,Caja pequeña,570.34,49,"3,378.24",126.86,69.64,3.99,Aéreo Regular,14-Apr-15,11-Apr-15
